comunidades_autónomas;periodo;género;trastornos;benzodiacepinas;máximo_histórico_alquiler;precio_alquiler;precio_venta;máximo_histórico_venta;dificultades_medias_altas_para_llegar_a_fin_de_mes;población_con_gasto_elevado_en_vivienda;retrasos_en_los_pagos;población_con_falta_de_espacio_en_la_vivienda;desigualdad_en_la_distribución_de_ingresos_s80s20_y_coeficiente_de_gini;total;social_pib;empleo_pib;vivienda_pib;sanidad_pib;educacion_pib;cultura_pib;psector_pib;energía_pib;turismo_pib;altocargo_pib
11 Extremadura;2019;hombres;2,698;7,185;7,5;6,1;891.0;1.217;28;6,4;10,1;1,6;Distribución de la renta S80/S20 (alquiler imputado);4,2;2,32%;1,49%;0,32%;8,26%;5,23%;0,31%;3,69%;0,09%;0,35%;0,10%
11 Extremadura;2019;hombres;2,698;7,185;7,5;6,1;891.0;1.217;28;6,4;10,1;1,6;Gini;29,8;2,32%;1,49%;0,32%;8,26%;5,23%;0,31%;3,69%;0,09%;0,35%;0,10%
11 Extremadura;2019;hombres;2,698;7,185;7,5;6,1;891.0;1.217;28;6,4;10,1;1,6;Gini (con alquiler imputado);26,9;2,32%;1,49%;0,32%;8,26%;5,23%;0,31%;3,69%;0,09%;0,35%;0,10%
11 Extremadura;2019;mujeres;6,245;12,796;7,5;6,1;891.0;1.217;28;6,4;10,1;1,6;Distribución de la renta S80/S20;4,8;2,32%;1,49%;0,32%;8,26%;5,23%;0,31%;3,69%;0,09%;0,35%;0,10%
11 Extremadura;2019;mujeres;6,245;12,796;7,5;6,1;891.0;1.217;28;6,4;10,1;1,6;Distribución de la renta S80/S20 (alquiler imputado);4,2;2,32%;1,49%;0,32%;8,26%;5,23%;0,31%;3,69%;0,09%;0,35%;0,10%
11 Extremadura;2019;mujeres;6,245;12,796;7,5;6,1;891.0;1.217;28;6,4;10,1;1,6;Gini;29,8;2,32%;1,49%;0,32%;8,26%;5,23%;0,31%;3,69%;0,09%;0,35%;0,10%
11 Extremadura;2019;mujeres;6,245;12,796;7,5;6,1;891.0;1.217;28;6,4;10,1;1,6;Gini (con alquiler imputado);26,9;2,32%;1,49%;0,32%;8,26%;5,23%;0,31%;3,69%;0,09%;0,35%;0,10%
11 Extremadura;2019;total;4,493;10,336;7,5;6,1;891.0;1.217;28;6,4;10,1;1,6;Distribución de la renta S80/S20;4,8;2,32%;1,49%;0,32%;8,26%;5,23%;0,31%;3,69%;0,09%;0,35%;0,10%
11 Extremadura;2019;total;4,493;10,336;7,5;6,1;891.0;1.217;28;6,4;10,1;1,6;Distribución de la renta S80/S20 (alquiler imputado);4,2;2,32%;1,49%;0,32%;8,26%;5,23%;0,31%;3,69%;0,09%;0,35%;0,10%
11 Extremadura;2019;total;4,493;10,336;7,5;6,1;891.0;1.217;28;6,4;10,1;1,6;Gini;29,8;2,32%;1,49%;0,32%;8,26%;5,23%;0,31%;3,69%;0,09%;0,35%;0,10%
11 Extremadura;2019;total;4,493;10,336;7,5;6,1;891.0;1.217;28;6,4;10,1;1,6;Gini (con alquiler imputado);26,9;2,32%;1,49%;0,32%;8,26%;5,23%;0,31%;3,69%;0,09%;0,35%;0,10%
11 Extremadura;2020;hombres;2,883;6,764;7,1;5,2;921.0;1.217;28,4;3,7;13,7;4,1;Distribución de la renta S80/S20;4,5;2,60%;1,70%;0,34%;9,25%;5,82%;0,33%;4,04%;0,14%;0,41%;0,11%
11 Extremadura;2020;hombres;2,883;6,764;7,1;5,2;921.0;1.217;28,4;3,7;13,7;4,1;Distribución de la renta S80/S20 (alquiler imputado);3,7;2,60%;1,70%;0,34%;9,25%;5,82%;0,33%;4,04%;0,14%;0,41%;0,11%
11 Extremadura;2020;hombres;2,883;6,764;7,1;5,2;921.0;1.217;28,4;3,7;13,7;4,1;Gini;28;2,60%;1,70%;0,34%;9,25%;5,82%;0,33%;4,04%;0,14%;0,41%;0,11%
11 Extremadura;2020;hombres;2,883;6,764;7,1;5,2;921.0;1.217;28,4;3,7;13,7;4,1;Gini (con alquiler imputado);25,2;2,60%;1,70%;0,34%;9,25%;5,82%;0,33%;4,04%;0,14%;0,41%;0,11%
11 Extremadura;2020;mujeres;6,689;13,558;7,1;5,2;921.0;1.217;28,4;3,7;13,7;4,1;Distribución de la renta S80/S20;4,5;2,60%;1,70%;0,34%;9,25%;5,82%;0,33%;4,04%;0,14%;0,41%;0,11%
11 Extremadura;2020;mujeres;6,689;13,558;7,1;5,2;921.0;1.217;28,4;3,7;13,7;4,1;Distribución de la renta S80/S20 (alquiler imputado);3,7;2,60%;1,70%;0,34%;9,25%;5,82%;0,33%;4,04%;0,14%;0,41%;0,11%
11 Extremadura;2020;mujeres;6,689;13,558;7,1;5,2;921.0;1.217;28,4;3,7;13,7;4,1;Gini;28;2,60%;1,70%;0,34%;9,25%;5,82%;0,33%;4,04%;0,14%;0,41%;0,11%
11 Extremadura;2020;mujeres;6,689;13,558;7,1;5,2;921.0;1.217;28,4;3,7;13,7;4,1;Gini (con alquiler imputado);25,2;2,60%;1,70%;0,34%;9,25%;5,82%;0,33%;4,04%;0,14%;0,41%;0,11%
11 Extremadura;2020;total;4,81;10,57;7,1;5,2;921.0;1.217;28,4;3,7;13,7;4,1;Distribución de la renta S80/S20;4,5;2,60%;1,70%;0,34%;9,25%;5,82%;0,33%;4,04%;0,14%;0,41%;0,11%
11 Extremadura;2020;total;4,81;10,57;7,1;5,2;921.0;1.217;28,4;3,7;13,7;4,1;Distribución de la renta S80/S20 (alquiler imputado);3,7;2,60%;1,70%;0,34%;9,25%;5,82%;0,33%;4,04%;0,14%;0,41%;0,11%
11 Extremadura;2020;total;4,81;10,57;7,1;5,2;921.0;1.217;28,4;3,7;13,7;4,1;Gini;28;2,60%;1,70%;0,34%;9,25%;5,82%;0,33%;4,04%;0,14%;0,41%;0,11%
11 Extremadura;2020;total;4,81;10,57;7,1;5,2;921.0;1.217;28,4;3,7;13,7;4,1;Gini (con alquiler imputado);25,2;2,60%;1,70%;0,34%;9,25%;5,82%;0,33%;4,04%;0,14%;0,41%;0,11%
11 Extremadura;2021;hombres;3,015;7,298;7,1;5,4;941.0;1.217;22,5;5,6;11,8;2,3;Distribución de la renta S80/S20;5,1;2,46%;1,63%;0,34%;9,09%;5,75%;0,32%;4,85%;0,13%;0,43%;0,10%
11 Extremadura;2021;hombres;3,015;7,298;7,1;5,4;941.0;1.217;22,5;5,6;11,8;2,3;Distribución de la renta S80/S20 (alquiler imputado);4,1;2,46%;1,63%;0,34%;9,09%;5,75%;0,32%;4,85%;0,13%;0,43%;0,10%
11 Extremadura;2021;hombres;3,015;7,298;7,1;5,4;941.0;1.217;22,5;5,6;11,8;2,3;Gini;30,5;2,46%;1,63%;0,34%;9,09%;5,75%;0,32%;4,85%;0,13%;0,43%;0,10%
11 Extremadura;2021;hombres;3,015;7,298;7,1;5,4;941.0;1.217;22,5;5,6;11,8;2,3;Gini (con alquiler imputado);26,9;2,46%;1,63%;0,34%;9,09%;5,75%;0,32%;4,85%;0,13%;0,43%;0,10%
11 Extremadura;2021;mujeres;6,868;13,74;7,1;5,4;941.0;1.217;22,5;5,6;11,8;2,3;Distribución de la renta S80/S20;5,1;2,46%;1,63%;0,34%;9,09%;5,75%;0,32%;4,85%;0,13%;0,43%;0,10%
11 Extremadura;2021;mujeres;6,868;13,74;7,1;5,4;941.0;1.217;22,5;5,6;11,8;2,3;Distribución de la renta S80/S20 (alquiler imputado);4,1;2,46%;1,63%;0,34%;9,09%;5,75%;0,32%;4,85%;0,13%;0,43%;0,10%
11 Extremadura;2021;mujeres;6,868;13,74;7,1;5,4;941.0;1.217;22,5;5,6;11,8;2,3;Gini;30,5;2,46%;1,63%;0,34%;9,09%;5,75%;0,32%;4,85%;0,13%;0,43%;0,10%
11 Extremadura;2021;mujeres;6,868;13,74;7,1;5,4;941.0;1.217;22,5;5,6;11,8;2,3;Gini (con alquiler imputado);26,9;2,46%;1,63%;0,34%;9,09%;5,75%;0,32%;4,85%;0,13%;0,43%;0,10%
11 Extremadura;2021;total;4,966;10,891;7,1;5,4;941.0;1.217;22,5;5,6;11,8;2,3;Distribución de la renta S80/S20;5,1;2,46%;1,63%;0,34%;9,09%;5,75%;0,32%;4,85%;0,13%;0,43%;0,10%
11 Extremadura;2021;total;4,966;10,891;7,1;5,4;941.0;1.217;22,5;5,6;11,8;2,3;Distribución de la renta S80/S20 (alquiler imputado);4,1;2,46%;1,63%;0,34%;9,09%;5,75%;0,32%;4,85%;0,13%;0,43%;0,10%
11 Extremadura;2021;total;4,966;10,891;7,1;5,4;941.0;1.217;22,5;5,6;11,8;2,3;Gini;30,5;2,46%;1,63%;0,34%;9,09%;5,75%;0,32%;4,85%;0,13%;0,43%;0,10%
11 Extremadura;2021;total;4,966;10,891;7,1;5,4;941.0;1.217;22,5;5,6;11,8;2,3;Gini (con alquiler imputado);26,9;2,46%;1,63%;0,34%;9,09%;5,75%;0,32%;4,85%;0,13%;0,43%;0,10%
11 Extremadura;2022;hombres;3,295458205;7,542832931;7,1;5,8;943.0;1.217;27,3;4,4;12,4;1,8;Distribución de la renta S80/S20;4,6;2,60%;1,71%;0,38%;8,91%;5,48%;0,34%;4,44%;0,20%;0,39%;0,09%
11 Extremadura;2022;hombres;3,295458205;7,542832931;7,1;5,8;943.0;1.217;27,3;4,4;12,4;1,8;Distribución de la renta S80/S20 (alquiler imputado);3,7;2,60%;1,71%;0,38%;8,91%;5,48%;0,34%;4,44%;0,20%;0,39%;0,09%
11 Extremadura;2022;hombres;3,295458205;7,542832931;7,1;5,8;943.0;1.217;27,3;4,4;12,4;1,8;Gini;29,4;2,60%;1,71%;0,38%;8,91%;5,48%;0,34%;4,44%;0,20%;0,39%;0,09%
11 Extremadura;2022;hombres;3,295458205;7,542832931;7,1;5,8;943.0;1.217;27,3;4,4;12,4;1,8;Gini (con alquiler imputado);25,7;2,60%;1,71%;0,38%;8,91%;5,48%;0,34%;4,44%;0,20%;0,39%;0,09%
11 Extremadura;2022;mujeres;7,982856219;13,9585356;7,1;5,8;943.0;1.217;27,3;4,4;12,4;1,8;Distribución de la renta S80/S20;4,6;2,60%;1,71%;0,38%;8,91%;5,48%;0,34%;4,44%;0,20%;0,39%;0,09%
11 Extremadura;2022;mujeres;7,982856219;13,9585356;7,1;5,8;943.0;1.217;27,3;4,4;12,4;1,8;Distribución de la renta S80/S20 (alquiler imputado);3,7;2,60%;1,71%;0,38%;8,91%;5,48%;0,34%;4,44%;0,20%;0,39%;0,09%
11 Extremadura;2022;mujeres;7,982856219;13,9585356;7,1;5,8;943.0;1.217;27,3;4,4;12,4;1,8;Gini;29,4;2,60%;1,71%;0,38%;8,91%;5,48%;0,34%;4,44%;0,20%;0,39%;0,09%
11 Extremadura;2022;mujeres;7,982856219;13,9585356;7,1;5,8;943.0;1.217;27,3;4,4;12,4;1,8;Gini (con alquiler imputado);25,7;2,60%;1,71%;0,38%;8,91%;5,48%;0,34%;4,44%;0,20%;0,39%;0,09%
11 Extremadura;2022;total;5,669588807;11,10604191;7,1;5,8;943.0;1.217;27,3;4,4;12,4;1,8;Distribución de la renta S80/S20;4,6;2,60%;1,71%;0,38%;8,91%;5,48%;0,34%;4,44%;0,20%;0,39%;0,09%
11 Extremadura;2022;total;5,669588807;11,10604191;7,1;5,8;943.0;1.217;27,3;4,4;12,4;1,8;Distribución de la renta S80/S20 (alquiler imputado);3,7;2,60%;1,71%;0,38%;8,91%;5,48%;0,34%;4,44%;0,20%;0,39%;0,09%
11 Extremadura;2022;total;5,669588807;11,10604191;7,1;5,8;943.0;1.217;27,3;4,4;12,4;1,8;Gini;29,4;2,60%;1,71%;0,38%;8,91%;5,48%;0,34%;4,44%;0,20%;0,39%;0,09%
11 Extremadura;2022;total;5,669588807;11,10604191;7,1;5,8;943.0;1.217;27,3;4,4;12,4;1,8;Gini (con alquiler imputado);25,7;2,60%;1,71%;0,38%;8,91%;5,48%;0,34%;4,44%;0,20%;0,39%;0,09%
11 Extremadura;2023;hombres;3,746083357;7,236375362;7,1;6,3;959.0;1.217;27,7;4,7;13,4;2,2;Distribución de la renta S80/S20;4,6;;;;;;;;;;
11 Extremadura;2023;hombres;3,746083357;7,236375362;7,1;6,3;959.0;1.217;27,7;4,7;13,4;2,2;Distribución de la renta S80/S20 (alquiler imputado);3,8;;;;;;;;;;
11 Extremadura;2023;hombres;3,746083357;7,236375362;7,1;6,3;959.0;1.217;27,7;4,7;13,4;2,2;Gini;28,7;;;;;;;;;;
11 Extremadura;2023;hombres;3,746083357;7,236375362;7,1;6,3;959.0;1.217;27,7;4,7;13,4;2,2;Gini (con alquiler imputado);25,7;;;;;;;;;;
11 Extremadura;2023;mujeres;8,825843947;13,61485905;7,1;6,3;959.0;1.217;27,7;4,7;13,4;2,2;Distribución de la renta S80/S20;4,6;;;;;;;;;;
11 Extremadura;2023;mujeres;8,825843947;13,61485905;7,1;6,3;959.0;1.217;27,7;4,7;13,4;2,2;Distribución de la renta S80/S20 (alquiler imputado);3,8;;;;;;;;;;
11 Extremadura;2023;mujeres;8,825843947;13,61485905;7,1;6,3;959.0;1.217;27,7;4,7;13,4;2,2;Gini;28,7;;;;;;;;;;
11 Extremadura;2023;mujeres;8,825843947;13,61485905;7,1;6,3;959.0;1.217;27,7;4,7;13,4;2,2;Gini (con alquiler imputado);25,7;;;;;;;;;;
11 Extremadura;2023;total;6,322467843;10,76584551;7,1;6,3;959.0;1.217;27,7;4,7;13,4;2,2;Distribución de la renta S80/S20;4,6;;;;;;;;;;
11 Extremadura;2023;total;6,322467843;10,76584551;7,1;6,3;959.0;1.217;27,7;4,7;13,4;2,2;Distribución de la renta S80/S20 (alquiler imputado);3,8;;;;;;;;;;
11 Extremadura;2023;total;6,322467843;10,76584551;7,1;6,3;959.0;1.217;27,7;4,7;13,4;2,2;Gini;28,7;;;;;;;;;;
11 Extremadura;2023;total;6,322467843;10,76584551;7,1;6,3;959.0;1.217;27,7;4,7;13,4;2,2;Gini (con alquiler imputado);25,7;;;;;;;;;;
12 Galicia;2013;hombres;4,53;;9,6;5,6;1.514;1.775;37,7;7;5,9;1,3;Distribución de la renta S80/S20;4,8;0,98%;0,33%;0,13%;6,25%;3,89%;0,16%;0,89%;0,11%;0,41%;0,06%
12 Galicia;2013;hombres;4,53;;9,6;5,6;1.514;1.775;37,7;7;5,9;1,3;Distribución de la renta S80/S20 (alquiler imputado);4,4;0,98%;0,33%;0,13%;6,25%;3,89%;0,16%;0,89%;0,11%;0,41%;0,06%
12 Galicia;2013;hombres;4,53;;9,6;5,6;1.514;1.775;37,7;7;5,9;1,3;Gini;30;0,98%;0,33%;0,13%;6,25%;3,89%;0,16%;0,89%;0,11%;0,41%;0,06%
12 Galicia;2013;hombres;4,53;;9,6;5,6;1.514;1.775;37,7;7;5,9;1,3;Gini (con alquiler imputado);27,4;0,98%;0,33%;0,13%;6,25%;3,89%;0,16%;0,89%;0,11%;0,41%;0,06%
12 Galicia;2013;mujeres;10,655;;9,6;5,6;1.514;1.775;37,7;7;5,9;1,3;Distribución de la renta S80/S20;4,8;0,98%;0,33%;0,13%;6,25%;3,89%;0,16%;0,89%;0,11%;0,41%;0,06%
12 Galicia;2013;mujeres;10,655;;9,6;5,6;1.514;1.775;37,7;7;5,9;1,3;Distribución de la renta S80/S20 (alquiler imputado);4,4;0,98%;0,33%;0,13%;6,25%;3,89%;0,16%;0,89%;0,11%;0,41%;0,06%
12 Galicia;2013;mujeres;10,655;;9,6;5,6;1.514;1.775;37,7;7;5,9;1,3;Gini;30;0,98%;0,33%;0,13%;6,25%;3,89%;0,16%;0,89%;0,11%;0,41%;0,06%
12 Galicia;2013;mujeres;10,655;;9,6;5,6;1.514;1.775;37,7;7;5,9;1,3;Gini (con alquiler imputado);27,4;0,98%;0,33%;0,13%;6,25%;3,89%;0,16%;0,89%;0,11%;0,41%;0,06%
12 Galicia;2013;total;7,701;;9,6;5,6;1.514;1.775;37,7;7;5,9;1,3;Distribución de la renta S80/S20;4,8;0,98%;0,33%;0,13%;6,25%;3,89%;0,16%;0,89%;0,11%;0,41%;0,06%
12 Galicia;2013;total;7,701;;9,6;5,6;1.514;1.775;37,7;7;5,9;1,3;Distribución de la renta S80/S20 (alquiler imputado);4,4;0,98%;0,33%;0,13%;6,25%;3,89%;0,16%;0,89%;0,11%;0,41%;0,06%
12 Galicia;2013;total;7,701;;9,6;5,6;1.514;1.775;37,7;7;5,9;1,3;Gini;30;0,98%;0,33%;0,13%;6,25%;3,89%;0,16%;0,89%;0,11%;0,41%;0,06%
12 Galicia;2013;total;7,701;;9,6;5,6;1.514;1.775;37,7;7;5,9;1,3;Gini (con alquiler imputado);27,4;0,98%;0,33%;0,13%;6,25%;3,89%;0,16%;0,89%;0,11%;0,41%;0,06%
12 Galicia;2014;hombres;5,108;6,749;9,6;5,5;1.429;1.775;41,4;4,5;7,4;1,4;Distribución de la renta S80/S20;5;0,97%;0,30%;0,09%;6,26%;3,75%;0,16%;0,79%;0,15%;0,31%;0,06%
12 Galicia;2014;hombres;5,108;6,749;9,6;5,5;1.429;1.775;41,4;4,5;7,4;1,4;Distribución de la renta S80/S20 (alquiler imputado);4,2;0,97%;0,30%;0,09%;6,26%;3,75%;0,16%;0,79%;0,15%;0,31%;0,06%
12 Galicia;2014;hombres;5,108;6,749;9,6;5,5;1.429;1.775;41,4;4,5;7,4;1,4;Gini;30,7;0,97%;0,30%;0,09%;6,26%;3,75%;0,16%;0,79%;0,15%;0,31%;0,06%
12 Galicia;2014;hombres;5,108;6,749;9,6;5,5;1.429;1.775;41,4;4,5;7,4;1,4;Gini (con alquiler imputado);27,5;0,97%;0,30%;0,09%;6,26%;3,75%;0,16%;0,79%;0,15%;0,31%;0,06%
12 Galicia;2014;mujeres;11,843;12,108;9,6;5,5;1.429;1.775;41,4;4,5;7,4;1,4;Distribución de la renta S80/S20;5;0,97%;0,30%;0,09%;6,26%;3,75%;0,16%;0,79%;0,15%;0,31%;0,06%
12 Galicia;2014;mujeres;11,843;12,108;9,6;5,5;1.429;1.775;41,4;4,5;7,4;1,4;Distribución de la renta S80/S20 (alquiler imputado);4,2;0,97%;0,30%;0,09%;6,26%;3,75%;0,16%;0,79%;0,15%;0,31%;0,06%
12 Galicia;2014;mujeres;11,843;12,108;9,6;5,5;1.429;1.775;41,4;4,5;7,4;1,4;Gini;30,7;0,97%;0,30%;0,09%;6,26%;3,75%;0,16%;0,79%;0,15%;0,31%;0,06%
12 Galicia;2014;mujeres;11,843;12,108;9,6;5,5;1.429;1.775;41,4;4,5;7,4;1,4;Gini (con alquiler imputado);27,5;0,97%;0,30%;0,09%;6,26%;3,75%;0,16%;0,79%;0,15%;0,31%;0,06%
12 Galicia;2014;total;8,593;9,843;9,6;5,5;1.429;1.775;41,4;4,5;7,4;1,4;Distribución de la renta S80/S20;5;0,97%;0,30%;0,09%;6,26%;3,75%;0,16%;0,79%;0,15%;0,31%;0,06%
12 Galicia;2014;total;8,593;9,843;9,6;5,5;1.429;1.775;41,4;4,5;7,4;1,4;Distribución de la renta S80/S20 (alquiler imputado);4,2;0,97%;0,30%;0,09%;6,26%;3,75%;0,16%;0,79%;0,15%;0,31%;0,06%
12 Galicia;2014;total;8,593;9,843;9,6;5,5;1.429;1.775;41,4;4,5;7,4;1,4;Gini;30,7;0,97%;0,30%;0,09%;6,26%;3,75%;0,16%;0,79%;0,15%;0,31%;0,06%
12 Galicia;2014;total;8,593;9,843;9,6;5,5;1.429;1.775;41,4;4,5;7,4;1,4;Gini (con alquiler imputado);27,5;0,97%;0,30%;0,09%;6,26%;3,75%;0,16%;0,79%;0,15%;0,31%;0,06%
12 Galicia;2015;hombres;5,69;7,1;9,6;5,4;1.401;1.775;26,4;6,4;7,8;2,1;Distribución de la renta S80/S20;5,5;0,92%;0,30%;0,10%;6,01%;3,59%;0,15%;0,72%;0,15%;0,28%;0,06%
12 Galicia;2015;hombres;5,69;7,1;9,6;5,4;1.401;1.775;26,4;6,4;7,8;2,1;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,92%;0,30%;0,10%;6,01%;3,59%;0,15%;0,72%;0,15%;0,28%;0,06%
12 Galicia;2015;hombres;5,69;7,1;9,6;5,4;1.401;1.775;26,4;6,4;7,8;2,1;Gini;31,5;0,92%;0,30%;0,10%;6,01%;3,59%;0,15%;0,72%;0,15%;0,28%;0,06%
12 Galicia;2015;hombres;5,69;7,1;9,6;5,4;1.401;1.775;26,4;6,4;7,8;2,1;Gini (con alquiler imputado);28;0,92%;0,30%;0,10%;6,01%;3,59%;0,15%;0,72%;0,15%;0,28%;0,06%
12 Galicia;2015;mujeres;12,894;12,379;9,6;5,4;1.401;1.775;26,4;6,4;7,8;2,1;Distribución de la renta S80/S20;5,5;0,92%;0,30%;0,10%;6,01%;3,59%;0,15%;0,72%;0,15%;0,28%;0,06%
12 Galicia;2015;mujeres;12,894;12,379;9,6;5,4;1.401;1.775;26,4;6,4;7,8;2,1;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,92%;0,30%;0,10%;6,01%;3,59%;0,15%;0,72%;0,15%;0,28%;0,06%
12 Galicia;2015;mujeres;12,894;12,379;9,6;5,4;1.401;1.775;26,4;6,4;7,8;2,1;Gini;31,5;0,92%;0,30%;0,10%;6,01%;3,59%;0,15%;0,72%;0,15%;0,28%;0,06%
12 Galicia;2015;mujeres;12,894;12,379;9,6;5,4;1.401;1.775;26,4;6,4;7,8;2,1;Gini (con alquiler imputado);28;0,92%;0,30%;0,10%;6,01%;3,59%;0,15%;0,72%;0,15%;0,28%;0,06%
12 Galicia;2015;total;9,417;10,143;9,6;5,4;1.401;1.775;26,4;6,4;7,8;2,1;Distribución de la renta S80/S20;5,5;0,92%;0,30%;0,10%;6,01%;3,59%;0,15%;0,72%;0,15%;0,28%;0,06%
12 Galicia;2015;total;9,417;10,143;9,6;5,4;1.401;1.775;26,4;6,4;7,8;2,1;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,92%;0,30%;0,10%;6,01%;3,59%;0,15%;0,72%;0,15%;0,28%;0,06%
12 Galicia;2015;total;9,417;10,143;9,6;5,4;1.401;1.775;26,4;6,4;7,8;2,1;Gini;31,5;0,92%;0,30%;0,10%;6,01%;3,59%;0,15%;0,72%;0,15%;0,28%;0,06%
12 Galicia;2015;total;9,417;10,143;9,6;5,4;1.401;1.775;26,4;6,4;7,8;2,1;Gini (con alquiler imputado);28;0,92%;0,30%;0,10%;6,01%;3,59%;0,15%;0,72%;0,15%;0,28%;0,06%
12 Galicia;2016;hombres;6,171;6,804;9,6;5,5;1.401;1.775;22,8;6,6;6,4;0,9;Distribución de la renta S80/S20;5,5;1,01%;0,32%;0,11%;6,03%;3,66%;0,15%;0,75%;0,19%;0,28%;0,06%
12 Galicia;2016;hombres;6,171;6,804;9,6;5,5;1.401;1.775;22,8;6,6;6,4;0,9;Distribución de la renta S80/S20 (alquiler imputado);4,3;1,01%;0,32%;0,11%;6,03%;3,66%;0,15%;0,75%;0,19%;0,28%;0,06%
12 Galicia;2016;hombres;6,171;6,804;9,6;5,5;1.401;1.775;22,8;6,6;6,4;0,9;Gini;31,5;1,01%;0,32%;0,11%;6,03%;3,66%;0,15%;0,75%;0,19%;0,28%;0,06%
12 Galicia;2016;hombres;6,171;6,804;9,6;5,5;1.401;1.775;22,8;6,6;6,4;0,9;Gini (con alquiler imputado);28;1,01%;0,32%;0,11%;6,03%;3,66%;0,15%;0,75%;0,19%;0,28%;0,06%
12 Galicia;2016;mujeres;13,908;12,602;9,6;5,5;1.401;1.775;22,8;6,6;6,4;0,9;Distribución de la renta S80/S20;5,5;1,01%;0,32%;0,11%;6,03%;3,66%;0,15%;0,75%;0,19%;0,28%;0,06%
12 Galicia;2016;mujeres;13,908;12,602;9,6;5,5;1.401;1.775;22,8;6,6;6,4;0,9;Distribución de la renta S80/S20 (alquiler imputado);4,3;1,01%;0,32%;0,11%;6,03%;3,66%;0,15%;0,75%;0,19%;0,28%;0,06%
12 Galicia;2016;mujeres;13,908;12,602;9,6;5,5;1.401;1.775;22,8;6,6;6,4;0,9;Gini;31,5;1,01%;0,32%;0,11%;6,03%;3,66%;0,15%;0,75%;0,19%;0,28%;0,06%
12 Galicia;2016;mujeres;13,908;12,602;9,6;5,5;1.401;1.775;22,8;6,6;6,4;0,9;Gini (con alquiler imputado);28;1,01%;0,32%;0,11%;6,03%;3,66%;0,15%;0,75%;0,19%;0,28%;0,06%
12 Galicia;2016;total;10,175;10,142;9,6;5,5;1.401;1.775;22,8;6,6;6,4;0,9;Distribución de la renta S80/S20;5,5;1,01%;0,32%;0,11%;6,03%;3,66%;0,15%;0,75%;0,19%;0,28%;0,06%
12 Galicia;2016;total;10,175;10,142;9,6;5,5;1.401;1.775;22,8;6,6;6,4;0,9;Distribución de la renta S80/S20 (alquiler imputado);4,3;1,01%;0,32%;0,11%;6,03%;3,66%;0,15%;0,75%;0,19%;0,28%;0,06%
12 Galicia;2016;total;10,175;10,142;9,6;5,5;1.401;1.775;22,8;6,6;6,4;0,9;Gini;31,5;1,01%;0,32%;0,11%;6,03%;3,66%;0,15%;0,75%;0,19%;0,28%;0,06%
12 Galicia;2016;total;10,175;10,142;9,6;5,5;1.401;1.775;22,8;6,6;6,4;0,9;Gini (con alquiler imputado);28;1,01%;0,32%;0,11%;6,03%;3,66%;0,15%;0,75%;0,19%;0,28%;0,06%
12 Galicia;2017;hombres;6,614;6,833;9,6;5,8;1.379;1.775;14,5;6,3;4,5;2,5;Distribución de la renta S80/S20;5,8;1,03%;0,38%;0,12%;6,17%;3,68%;0,15%;0,76%;0,16%;0,31%;0,06%
12 Galicia;2017;hombres;6,614;6,833;9,6;5,8;1.379;1.775;14,5;6,3;4,5;2,5;Distribución de la renta S80/S20 (alquiler imputado);4,5;1,03%;0,38%;0,12%;6,17%;3,68%;0,15%;0,76%;0,16%;0,31%;0,06%
12 Galicia;2017;hombres;6,614;6,833;9,6;5,8;1.379;1.775;14,5;6,3;4,5;2,5;Gini;30,8;1,03%;0,38%;0,12%;6,17%;3,68%;0,15%;0,76%;0,16%;0,31%;0,06%
12 Galicia;2017;hombres;6,614;6,833;9,6;5,8;1.379;1.775;14,5;6,3;4,5;2,5;Gini (con alquiler imputado);27,3;1,03%;0,38%;0,12%;6,17%;3,68%;0,15%;0,76%;0,16%;0,31%;0,06%
12 Galicia;2017;mujeres;14,619;12,592;9,6;5,8;1.379;1.775;14,5;6,3;4,5;2,5;Distribución de la renta S80/S20;5,8;1,03%;0,38%;0,12%;6,17%;3,68%;0,15%;0,76%;0,16%;0,31%;0,06%
12 Galicia;2017;mujeres;14,619;12,592;9,6;5,8;1.379;1.775;14,5;6,3;4,5;2,5;Distribución de la renta S80/S20 (alquiler imputado);4,5;1,03%;0,38%;0,12%;6,17%;3,68%;0,15%;0,76%;0,16%;0,31%;0,06%
12 Galicia;2017;mujeres;14,619;12,592;9,6;5,8;1.379;1.775;14,5;6,3;4,5;2,5;Gini;30,8;1,03%;0,38%;0,12%;6,17%;3,68%;0,15%;0,76%;0,16%;0,31%;0,06%
12 Galicia;2017;mujeres;14,619;12,592;9,6;5,8;1.379;1.775;14,5;6,3;4,5;2,5;Gini (con alquiler imputado);27,3;1,03%;0,38%;0,12%;6,17%;3,68%;0,15%;0,76%;0,16%;0,31%;0,06%
12 Galicia;2017;total;10,757;10,141;9,6;5,8;1.379;1.775;14,5;6,3;4,5;2,5;Distribución de la renta S80/S20;5,8;1,03%;0,38%;0,12%;6,17%;3,68%;0,15%;0,76%;0,16%;0,31%;0,06%
